Time,Watt,Humidity,Pressure,Temperature
07/27/2024 02:01:00,1.4,89,1013.2,21
07/27/2024 02:02:00,1.4,89,1013.2,21
07/27/2024 02:03:00,1.35,89,1013.2,21
07/27/2024 02:04:00,1.35,89,1013.2,21
07/27/2024 02:05:00,1.35,89,1013.2,21
07/27/2024 02:06:00,1.35,89,1013.2,21
07/27/2024 02:07:00,1.34,89,1013.2,21
07/27/2024 02:08:00,1.44,89,1013.2,21
07/27/2024 02:09:00,1.35,89,1013.2,21
07/27/2024 02:10:00,1.3833333,89,1013.2,21
07/27/2024 02:11:00,1.35,89,1013.2,21
07/27/2024 02:12:00,1.35,89,1013.2,21
07/27/2024 02:13:00,1.35,89,1013.2,21
07/27/2024 02:14:00,1.3333334,89,1013.2,21
07/27/2024 02:15:00,1.36,89,1013.2,21
07/27/2024 02:16:00,1.35,89,1013.2,21
07/27/2024 02:17:00,1.35,89,1013.2,21
07/27/2024 02:18:00,1.35,89,1013.2,21
07/27/2024 02:19:00,1.35,89,1013.2,21
07/27/2024 02:20:00,1.35,89,1013.2,21
07/27/2024 02:21:00,1.4,89,1013.2,21
07/27/2024 02:22:00,1.5,89,1013.2,21
07/27/2024 02:23:00,1.3857143,89,1013.2,21
07/27/2024 02:24:00,1.3857143,89,1013.2,21
07/27/2024 02:25:00,1.3,89,1013.2,21
07/27/2024 02:26:00,1.4,89,1013.2,21
07/27/2024 02:27:00,1.35,89,1013.2,21
07/27/2024 02:28:00,1.35,89,1013.2,21
07/27/2024 02:29:00,1.35,89,1013.2,21
07/27/2024 02:30:00,1.35,89,1013.2,21
07/27/2024 02:31:00,1.35,89,1013.2,21
07/27/2024 02:32:00,1.45,89,1013.2,21
07/27/2024 02:33:00,1.4,89,1013.2,21
07/27/2024 02:34:00,1.4,89,1013.2,21
07/27/2024 02:35:00,1.35,89,1013.2,21
07/27/2024 02:36:00,1.4,89,1013.2,21
07/27/2024 02:37:00,1.4,89,1013.2,21
07/27/2024 02:38:00,1.35,89,1013.2,21
07/27/2024 02:39:00,1.35,89,1013.2,21
07/27/2024 02:40:00,1.35,89,1013.2,21
07/27/2024 02:41:00,1.35,89,1013.2,21
07/27/2024 02:42:00,1.35,89,1013.2,21
07/27/2024 02:43:00,1.35,89,1013.2,21
07/27/2024 02:44:00,1.35,89,1013.2,21
07/27/2024 02:45:00,1.35,89,1013.2,21
07/27/2024 02:46:00,1.3333334,89,1013.2,21
07/27/2024 02:47:00,1.3666667,89,1013.2,21
07/27/2024 02:48:00,1.35,89,1013.2,21
07/27/2024 02:49:00,1.35,89,1013.2,21
07/27/2024 02:50:00,1.35,89,1013.2,21
07/27/2024 02:51:00,1.45,89,1013.2,21
07/27/2024 02:52:00,1.45,89,1013.2,21
07/27/2024 02:53:00,1.35,89,1013.2,21
07/27/2024 02:54:00,1.35,89,1013.2,21
07/27/2024 02:55:00,1.35,89,1013.2,21
07/27/2024 02:56:00,1.35,89,1013.2,21
07/27/2024 02:57:00,1.35,89,1013.2,21
07/27/2024 02:58:00,1.35,89,1013.2,21
07/27/2024 02:59:00,1.38,89,1013.2,21
07/27/2024 03:00:00,1.4,89,1013.2,21
07/27/2024 03:01:00,1.4,89,1013.2,21
07/27/2024 03:02:00,1.3833333,89,1013.2,21
07/27/2024 03:03:00,1.3,89,1013.2,21
07/27/2024 03:04:00,1.4,89,1013.2,21
07/27/2024 03:05:00,1.4,89,1013.2,21
07/27/2024 03:06:00,1.35,89,1013.2,21
07/27/2024 03:07:00,1.35,89,1013.2,21
07/27/2024 03:08:00,1.35,89,1013.2,21
07/27/2024 03:09:00,1.35,89,1013.2,21
07/27/2024 03:10:00,1.45,89,1013.2,21
07/27/2024 03:11:00,1.3333334,89,1013.2,21
07/27/2024 03:12:00,1.3666667,89,1013.2,21
07/27/2024 03:13:00,1.45,89,1013.2,21
07/27/2024 03:14:00,1.45,89,1013.2,21
07/27/2024 03:15:00,1.35,89,1013.2,21
07/27/2024 03:16:00,1.35,89,1013.2,21
07/27/2024 03:17:00,1.35,89,1013.2,21
07/27/2024 03:18:00,1.35,89,1013.2,21
07/27/2024 03:19:00,1.35,87,1013.2,21
07/27/2024 03:20:00,1.45,87,1013.2,21
07/27/2024 03:21:00,1.375,87,1013.2,21
07/27/2024 03:22:00,1.35,87,1013.2,21
07/27/2024 03:23:00,1.3333334,87,1013.2,21
07/27/2024 03:24:00,1.3666667,87,1013.2,21
07/27/2024 03:25:00,1.35,87,1013.2,21
07/27/2024 03:26:00,1.35,87,1013.2,21
07/27/2024 03:27:00,1.35,87,1013.2,21
07/27/2024 03:28:00,1.4,87,1013.2,21
07/27/2024 03:29:00,1.4,87,1013.2,21
07/27/2024 03:30:00,1.45,87,1013.2,21
07/27/2024 03:31:00,1.35,87,1013.2,21
07/27/2024 03:32:00,1.35,87,1013.2,21
07/27/2024 03:33:00,1.35,87,1013.2,21
07/27/2024 03:34:00,1.35,87,1013.2,21
07/27/2024 03:35:00,1.35,87,1013.2,21
07/27/2024 03:36:00,1.35,87,1013.2,21
07/27/2024 03:37:00,1.35,87,1013.2,21
07/27/2024 03:38:00,1.35,87,1013.2,21
07/27/2024 03:39:00,1.4,87,1013.2,21
07/27/2024 03:40:00,1.4,87,1013.2,21
07/27/2024 03:41:00,1.4,87,1013.2,21
07/27/2024 03:42:00,1.45,87,1013.2,21
07/27/2024 03:43:00,1.4,87,1013.2,21
07/27/2024 03:44:00,1.45,87,1013.2,21
07/27/2024 03:45:00,1.375,87,1013.2,21
07/27/2024 03:46:00,1.38,87,1013.2,21
07/27/2024 03:47:00,1.38,87,1013.2,21
07/27/2024 03:48:00,1.3666667,87,1013.2,21
07/27/2024 03:49:00,1.3,87,1013.2,21
07/27/2024 03:50:00,1.3666667,87,1013.2,21
07/27/2024 03:51:00,1.35,87,1013.2,21
07/27/2024 03:52:00,1.3,87,1013.2,21
07/27/2024 03:53:00,1.3666667,87,1013.2,21
07/27/2024 03:54:00,1.42,87,1013.2,21
07/27/2024 03:55:00,1.42,87,1013.2,21
07/27/2024 03:56:00,1.42,87,1013.2,21
07/27/2024 03:57:00,1.3,87,1013.2,21
07/27/2024 03:58:00,1.3571428,87,1013.2,21
07/27/2024 03:59:00,1.3571428,87,1013.2,21
07/27/2024 04:00:00,1.35,87,1013.2,21
07/27/2024 04:01:00,1.375,87,1013.2,21
07/27/2024 04:02:00,1.35,87,1013.2,21
07/27/2024 04:03:00,1.35,87,1013.2,21
07/27/2024 04:04:00,1.35,87,1013.2,21
07/27/2024 04:05:00,1.35,87,1013.2,21
07/27/2024 04:06:00,1.35,87,1013.2,21
07/27/2024 04:07:00,1.35,87,1013.2,21
07/27/2024 04:08:00,1.35,87,1013.2,21
07/27/2024 04:09:00,1.42,87,1013.2,21
07/27/2024 04:10:00,1.4,87,1013.2,21
07/27/2024 04:11:00,1.35,87,1013.2,21
07/27/2024 04:12:00,1.4,87,1013.2,21
07/27/2024 04:13:00,1.35,87,1013.2,21
07/27/2024 04:14:00,1.35,87,1013.2,21
07/27/2024 04:15:00,1.35,87,1013.2,21
07/27/2024 04:16:00,1.45,87,1013.2,21
07/27/2024 04:17:00,1.35,87,1013.2,21
07/27/2024 04:18:00,1.35,87,1013.2,21
07/27/2024 04:19:00,1.35,87,1013.2,21
07/27/2024 04:20:00,1.35,87,1013.2,21
07/27/2024 04:21:00,1.35,87,1013.2,21
07/27/2024 04:22:00,1.34,87,1013.2,21
07/27/2024 04:23:00,1.3666667,91,1012.9,21
07/27/2024 04:24:00,1.35,91,1012.9,21
07/27/2024 04:25:00,1.35,91,1012.9,21
07/27/2024 04:26:00,1.35,91,1012.9,21
07/27/2024 04:27:00,1.3,91,1012.9,21
07/27/2024 04:28:00,1.3666667,91,1012.9,21
07/27/2024 04:29:00,1.35,91,1012.9,21
07/27/2024 04:30:00,1.35,91,1012.9,21
07/27/2024 04:31:00,1.35,91,1012.9,21
07/27/2024 04:32:00,1.35,91,1012.9,21
07/27/2024 04:33:00,1.35,91,1012.9,21
07/27/2024 04:34:00,1.35,91,1012.9,21
07/27/2024 04:35:00,1.35,91,1012.9,21
07/27/2024 04:36:00,1.35,91,1012.9,21
07/27/2024 04:37:00,1.35,91,1012.9,21
07/27/2024 04:38:00,1.35,91,1012.9,21
07/27/2024 04:39:00,1.35,91,1012.9,21
07/27/2024 04:40:00,1.4,91,1012.9,21
07/27/2024 04:41:00,1.3833333,91,1012.9,21
07/27/2024 04:42:00,1.4,91,1012.9,21
07/27/2024 04:43:00,1.3333334,91,1012.9,21
07/27/2024 04:44:00,1.3666667,91,1012.9,21
07/27/2024 04:45:00,1.38,91,1012.9,21
07/27/2024 04:46:00,1.3714286,91,1012.9,21
07/27/2024 04:47:00,1.35,91,1012.9,21
07/27/2024 04:48:00,1.35,91,1012.9,21
07/27/2024 04:49:00,1.35,91,1012.9,21
07/27/2024 04:50:00,1.35,91,1012.9,21
07/27/2024 04:51:00,1.4,91,1012.9,21
07/27/2024 04:52:00,1.4,91,1012.9,21
07/27/2024 04:53:00,1.35,91,1012.9,21
07/27/2024 04:54:00,1.4,91,1012.9,21
07/27/2024 04:55:00,1.45,91,1012.9,21
07/27/2024 04:56:00,1.35,91,1012.9,21
07/27/2024 04:57:00,1.45,91,1012.9,21
07/27/2024 04:58:00,1.5,91,1012.9,21
07/27/2024 04:59:00,1.5,91,1012.9,21
07/27/2024 05:00:00,1.5,91,1012.9,21
07/27/2024 05:01:00,1.35,91,1012.9,21
07/27/2024 05:02:00,1.35,91,1012.9,21
07/27/2024 05:03:00,1.35,91,1012.9,21
07/27/2024 05:04:00,1.35,91,1012.9,21
07/27/2024 05:05:00,1.35,91,1012.9,21
07/27/2024 05:06:00,1.35,91,1012.9,21
07/27/2024 05:07:00,1.35,91,1012.9,21
07/27/2024 05:08:00,1.35,91,1012.9,21
07/27/2024 05:09:00,1.45,91,1012.9,21
07/27/2024 05:10:00,1.45,91,1012.9,21
07/27/2024 05:11:00,1.35,91,1012.9,21
07/27/2024 05:12:00,1.35,91,1012.9,21
07/27/2024 05:13:00,1.35,91,1012.9,21
07/27/2024 05:14:00,1.35,91,1012.9,21
07/27/2024 05:15:00,1.35,91,1012.9,21
07/27/2024 05:16:00,1.35,91,1012.9,21
07/27/2024 05:17:00,1.45,91,1012.9,21
07/27/2024 05:18:00,1.35,91,1012.9,21
07/27/2024 05:19:00,1.35,91,1012.9,21
07/27/2024 05:20:00,1.45,91,1012.9,21
07/27/2024 05:21:00,1.38,91,1012.9,21
07/27/2024 05:22:00,1.4333333,91,1012.9,21
07/27/2024 05:23:00,1.35,91,1012.9,21
07/27/2024 05:24:00,1.34,91,1012.9,21
07/27/2024 05:25:00,1.36,91,1012.9,21
07/27/2024 05:26:00,1.3333334,91,1012.9,21
07/27/2024 05:27:00,1.36,89,1012.7,21
07/27/2024 05:28:00,1.35,89,1012.7,21
07/27/2024 05:29:00,1.35,89,1012.7,21
07/27/2024 05:30:00,1.35,89,1012.7,21
07/27/2024 05:31:00,1.35,89,1012.7,21
07/27/2024 05:32:00,1.5,89,1012.7,21
07/27/2024 05:33:00,1.36,89,1012.7,21
07/27/2024 05:34:00,1.3,89,1012.7,21
07/27/2024 05:35:00,1.3571428,89,1012.7,21
07/27/2024 05:36:00,1.3571428,89,1012.7,21
07/27/2024 05:37:00,1.35,89,1012.7,21
07/27/2024 05:38:00,1.35,89,1012.7,21
07/27/2024 05:39:00,1.35,89,1012.7,21
07/27/2024 05:40:00,1.35,89,1012.7,21
07/27/2024 05:41:00,1.35,89,1012.7,21
07/27/2024 05:42:00,1.35,89,1012.7,21
07/27/2024 05:43:00,1.4,89,1012.7,21
07/27/2024 05:44:00,1.35,89,1012.7,21
07/27/2024 05:45:00,1.35,89,1012.7,21
07/27/2024 05:46:00,1.5,89,1012.7,21
07/27/2024 05:47:00,1.3666667,89,1012.7,21
07/27/2024 05:48:00,1.35,89,1012.7,21
07/27/2024 05:49:00,1.35,89,1012.7,21
07/27/2024 05:50:00,1.35,89,1012.7,21
07/27/2024 05:51:00,1.35,89,1012.7,21
07/27/2024 05:52:00,1.35,89,1012.7,21
07/27/2024 05:53:00,1.35,89,1012.7,21
07/27/2024 05:54:00,1.35,89,1012.7,21
07/27/2024 05:55:00,1.35,89,1012.7,21
07/27/2024 05:56:00,1.35,89,1012.7,21
07/27/2024 05:57:00,1.35,89,1012.7,21
07/27/2024 05:58:00,1.35,89,1012.7,21
07/27/2024 05:59:00,1.35,89,1012.7,21
07/27/2024 06:00:00,1.35,89,1012.7,21
07/27/2024 06:01:00,1.35,89,1012.7,21
07/27/2024 06:02:00,1.35,89,1012.7,21
07/27/2024 06:03:00,1.45,89,1012.7,21
07/27/2024 06:04:00,1.45,89,1012.7,21
07/27/2024 06:05:00,1.45,89,1012.7,21
07/27/2024 06:06:00,1.45,89,1012.7,21
07/27/2024 06:07:00,1.45,89,1012.7,21
07/27/2024 06:08:00,1.4,89,1012.7,21
07/27/2024 06:09:00,1.35,89,1012.7,21
07/27/2024 06:10:00,1.35,89,1012.7,21
07/27/2024 06:11:00,1.35,89,1012.7,21
07/27/2024 06:12:00,1.35,89,1012.7,21
07/27/2024 06:13:00,1.3,89,1012.7,21
07/27/2024 06:14:00,1.3666667,89,1012.7,21
07/27/2024 06:15:00,1.3666667,89,1012.7,21
07/27/2024 06:16:00,1.3666667,89,1012.7,21
07/27/2024 06:17:00,1.3333334,89,1012.7,21
07/27/2024 06:18:00,1.4,89,1012.7,21
07/27/2024 06:19:00,1.35,89,1012.7,21
07/27/2024 06:20:00,1.35,89,1012.7,21
07/27/2024 06:21:00,1.38,89,1012.7,21
07/27/2024 06:22:00,1.35,89,1012.7,21
07/27/2024 06:23:00,1.4,89,1012.7,21
07/27/2024 06:24:00,1.35,89,1012.7,21
07/27/2024 06:25:00,1.38,89,1012.7,21
07/27/2024 06:26:00,1.35,89,1012.7,21
07/27/2024 06:27:00,1.3666667,89,1012.7,21
07/27/2024 06:28:00,1.45,89,1012.7,21
07/27/2024 06:29:00,1.45,89,1012.7,21
07/27/2024 06:30:00,1.35,89,1012.7,21
07/27/2024 06:31:00,1.3833333,88,1012.5,21
07/27/2024 06:32:00,1.45,88,1012.5,21
07/27/2024 06:33:00,1.4,88,1012.5,21
07/27/2024 06:34:00,1.3666667,88,1012.5,21
07/27/2024 06:35:00,1.3333334,88,1012.5,21
07/27/2024 06:36:00,1.3666667,88,1012.5,21
07/27/2024 06:37:00,1.35,88,1012.5,21
07/27/2024 06:38:00,1.35,88,1012.5,21
07/27/2024 06:39:00,1.4,88,1012.5,21
07/27/2024 06:40:00,1.42,88,1012.5,21
07/27/2024 06:41:00,1.3666667,88,1012.5,21
07/27/2024 06:42:00,1.4,88,1012.5,21
07/27/2024 06:43:00,1.45,88,1012.5,21
07/27/2024 06:44:00,1.35,88,1012.5,21
07/27/2024 06:45:00,1.4,88,1012.5,21
07/27/2024 06:46:00,1.4,88,1012.5,21
07/27/2024 06:47:00,1.4,88,1012.5,21
07/27/2024 06:48:00,1.4,88,1012.5,21
07/27/2024 06:49:00,1.38,88,1012.5,21
07/27/2024 06:50:00,1.35,88,1012.5,21
07/27/2024 06:51:00,1.3666667,88,1012.5,21
07/27/2024 06:52:00,1.35,88,1012.5,21
07/27/2024 06:53:00,1.35,88,1012.5,21
07/27/2024 06:54:00,1.35,88,1012.5,21
07/27/2024 06:55:00,1.35,88,1012.5,21
07/27/2024 06:56:00,1.35,88,1012.5,21
07/27/2024 06:57:00,1.35,88,1012.5,21
07/27/2024 06:58:00,1.35,88,1012.5,21
07/27/2024 06:59:00,1.4,88,1012.5,21
07/27/2024 07:00:00,1.3666667,88,1012.5,21
07/27/2024 07:01:00,1.35,88,1012.5,21
07/27/2024 07:02:00,1.35,88,1012.5,21
07/27/2024 07:03:00,1.35,88,1012.5,21
07/27/2024 07:04:00,1.38,88,1012.5,21
07/27/2024 07:05:00,1.3,88,1012.5,21
07/27/2024 07:06:00,1.3833333,88,1012.5,21
07/27/2024 07:07:00,1.45,88,1012.5,21
07/27/2024 07:08:00,1.35,88,1012.5,21
07/27/2024 07:09:00,1.35,88,1012.5,21
07/27/2024 07:10:00,1.35,88,1012.5,21
07/27/2024 07:11:00,1.45,88,1012.5,21
07/27/2024 07:12:00,1.3833333,88,1012.5,21
07/27/2024 07:13:00,1.3833333,88,1012.5,21
07/27/2024 07:14:00,1.45,88,1012.5,21
07/27/2024 07:15:00,1.45,88,1012.5,21
07/27/2024 07:16:00,1.4,88,1012.5,21
07/27/2024 07:17:00,1.4,88,1012.5,21
07/27/2024 07:18:00,1.35,88,1012.5,21
07/27/2024 07:19:00,1.35,88,1012.5,21
07/27/2024 07:20:00,1.38,88,1012.5,21
07/27/2024 07:21:00,1.4333333,88,1012.5,21
07/27/2024 07:22:00,1.35,88,1012.5,21
07/27/2024 07:23:00,1.35,88,1012.5,21
07/27/2024 07:24:00,1.35,88,1012.5,21
07/27/2024 07:25:00,1.45,88,1012.5,21
07/27/2024 07:26:00,1.45,88,1012.5,21
07/27/2024 07:27:00,1.45,88,1012.5,21
07/27/2024 07:28:00,1.35,88,1012.5,21
07/27/2024 07:29:00,1.4,88,1012.5,21
07/27/2024 07:30:00,1.4,88,1012.5,21
07/27/2024 07:31:00,1.4,88,1012.5,21
07/27/2024 07:32:00,1.45,88,1012.5,21
07/27/2024 07:33:00,1.45,88,1012.5,21
07/27/2024 07:34:00,1.35,88,1012.5,21
07/27/2024 07:35:00,1.35,90,1012.7,21
07/27/2024 07:36:00,1.3,90,1012.7,21
07/27/2024 07:37:00,1.4428571,90,1012.7,21
07/27/2024 07:38:00,1.35,90,1012.7,21
07/27/2024 07:39:00,1.35,90,1012.7,21
07/27/2024 07:40:00,1.35,90,1012.7,21
07/27/2024 07:41:00,1.3333334,90,1012.7,21
07/27/2024 07:42:00,1.4,90,1012.7,21
07/27/2024 07:43:00,1.3666667,90,1012.7,21
07/27/2024 07:44:00,1.3714286,90,1012.7,21
07/27/2024 07:45:00,1.3666667,90,1012.7,21
07/27/2024 07:46:00,1.35,90,1012.7,21
07/27/2024 07:47:00,1.35,90,1012.7,21
07/27/2024 07:48:00,1.35,90,1012.7,21
07/27/2024 07:49:00,1.3714286,90,1012.7,21
07/27/2024 07:50:00,1.3666667,90,1012.7,21
07/27/2024 07:51:00,1.3666667,90,1012.7,21
07/27/2024 07:52:00,1.35,90,1012.7,21
07/27/2024 07:53:00,1.35,90,1012.7,21
07/27/2024 07:54:00,1.35,90,1012.7,21
07/27/2024 07:55:00,1.45,90,1012.7,21
07/27/2024 07:56:00,1.45,90,1012.7,21
07/27/2024 07:57:00,1.35,90,1012.7,21
07/27/2024 07:58:00,1.35,90,1012.7,21
07/27/2024 07:59:00,1.45,90,1012.7,21
07/27/2024 08:00:00,1.45,90,1012.7,21
07/27/2024 08:01:00,1.35,90,1012.7,21
07/27/2024 08:02:00,1.35,90,1012.7,21
07/27/2024 08:03:00,1.35,90,1012.7,21
07/27/2024 08:04:00,1.3333334,90,1012.7,21
07/27/2024 08:05:00,1.4,90,1012.7,21
07/27/2024 08:06:00,1.35,90,1012.7,21
07/27/2024 08:07:00,1.45,90,1012.7,21
07/27/2024 08:08:00,1.35,90,1012.7,21
07/27/2024 08:09:00,1.35,90,1012.7,21
07/27/2024 08:10:00,1.35,90,1012.7,21
07/27/2024 08:11:00,1.35,90,1012.7,21
07/27/2024 08:12:00,1.35,90,1012.7,21
07/27/2024 08:13:00,1.35,90,1012.7,21
07/27/2024 08:14:00,1.35,90,1012.7,21
07/27/2024 08:15:00,1.35,90,1012.7,21
07/27/2024 08:16:00,1.35,90,1012.7,21
07/27/2024 08:17:00,1.4,90,1012.7,21
07/27/2024 08:18:00,1.35,90,1012.7,21
07/27/2024 08:19:00,1.35,90,1012.7,21
07/27/2024 08:20:00,1.35,90,1012.7,21
07/27/2024 08:21:00,1.35,90,1012.7,21
07/27/2024 08:22:00,1.35,90,1012.7,21
07/27/2024 08:23:00,1.35,90,1012.7,21
07/27/2024 08:24:00,1.35,90,1012.7,21
07/27/2024 08:25:00,1.35,90,1012.7,21
07/27/2024 08:26:00,1.4,90,1012.7,21
07/27/2024 08:27:00,1.35,90,1012.7,21
07/27/2024 08:28:00,1.4,90,1012.7,21
07/27/2024 08:29:00,1.3666667,90,1012.7,21
07/27/2024 08:30:00,1.35,90,1012.7,21
07/27/2024 08:31:00,1.35,90,1012.7,21
07/27/2024 08:32:00,1.35,90,1012.7,21
07/27/2024 08:33:00,1.35,90,1012.7,21
07/27/2024 08:34:00,1.35,90,1012.7,21
07/27/2024 08:35:00,1.35,90,1012.7,21
07/27/2024 08:36:00,1.35,90,1012.7,21
07/27/2024 08:37:00,1.3333334,90,1012.7,21
07/27/2024 08:38:00,1.3666667,90,1012.7,21
07/27/2024 08:39:00,1.4,90,1013.2,21
07/27/2024 08:40:00,1.4,90,1013.2,21
07/27/2024 08:41:00,1.4333333,90,1013.2,21
07/27/2024 08:42:00,1.35,90,1013.2,21
07/27/2024 08:43:00,1.35,90,1013.2,21
07/27/2024 08:44:00,1.35,90,1013.2,21
07/27/2024 08:45:00,1.35,90,1013.2,21
07/27/2024 08:46:00,1.3833333,90,1013.2,21
07/27/2024 08:47:00,1.35,90,1013.2,21
07/27/2024 08:48:00,1.35,90,1013.2,21
07/27/2024 08:49:00,1.3833333,90,1013.2,21
07/27/2024 08:50:00,1.35,90,1013.2,21
07/27/2024 08:51:00,1.4,90,1013.2,21
07/27/2024 08:52:00,1.35,90,1013.2,21
07/27/2024 08:53:00,1.35,90,1013.2,21
07/27/2024 08:54:00,1.35,90,1013.2,21
07/27/2024 08:55:00,1.35,90,1013.2,21
07/27/2024 08:56:00,1.35,90,1013.2,21
07/27/2024 08:57:00,1.4,90,1013.2,21
07/27/2024 08:58:00,1.35,90,1013.2,21
07/27/2024 08:59:00,1.45,90,1013.2,21
07/27/2024 09:00:00,1.38,90,1013.2,21
07/27/2024 09:01:00,1.4,90,1013.2,21
07/27/2024 09:02:00,1.35,90,1013.2,21
07/27/2024 09:03:00,1.45,90,1013.2,21
07/27/2024 09:04:00,1.35,90,1013.2,21
07/27/2024 09:05:00,1.45,90,1013.2,21
07/27/2024 09:06:00,1.35,90,1013.2,21
07/27/2024 09:07:00,1.34,90,1013.2,21
07/27/2024 09:08:00,1.4,90,1013.2,21
07/27/2024 09:09:00,1.4,90,1013.2,21
07/27/2024 09:10:00,1.3666667,90,1013.2,21
07/27/2024 09:11:00,1.35,90,1013.2,21
07/27/2024 09:12:00,1.3833333,90,1013.2,21
07/27/2024 09:13:00,1.35,90,1013.2,21
07/27/2024 09:14:00,1.3333334,90,1013.2,21
07/27/2024 09:15:00,1.35,90,1013.2,21
07/27/2024 09:16:00,1.3666667,90,1013.2,21
07/27/2024 09:17:00,1.35,90,1013.2,21
07/27/2024 09:18:00,1.35,90,1013.2,21
07/27/2024 09:19:00,1.35,90,1013.2,21
07/27/2024 09:20:00,1.35,90,1013.2,21
07/27/2024 09:21:00,1.35,90,1013.2,21
07/27/2024 09:22:00,1.35,90,1013.2,21
07/27/2024 09:23:00,1.35,90,1013.2,21
07/27/2024 09:24:00,1.35,90,1013.2,21
07/27/2024 09:25:00,1.35,90,1013.2,21
07/27/2024 09:26:00,1.3333334,90,1013.2,21
07/27/2024 09:27:00,1.4,90,1013.2,21
07/27/2024 09:28:00,1.4,90,1013.2,21
07/27/2024 09:29:00,1.35,90,1013.2,21
07/27/2024 09:30:00,1.35,90,1013.2,21
07/27/2024 09:31:00,1.4,90,1013.2,21
07/27/2024 09:32:00,1.35,90,1013.2,21
07/27/2024 09:33:00,1.35,90,1013.2,21
07/27/2024 09:34:00,1.35,90,1013.2,21
07/27/2024 09:35:00,1.35,90,1013.2,21
07/27/2024 09:36:00,1.35,90,1013.2,21
07/27/2024 09:37:00,1.4,90,1013.2,21
07/27/2024 09:38:00,1.4,90,1013.2,21
07/27/2024 09:39:00,1.4,90,1013.2,21
07/27/2024 09:40:00,1.425,90,1013.2,21
07/27/2024 09:41:00,1.36,90,1013.2,21
07/27/2024 09:42:00,1.45,90,1013.2,21
07/27/2024 09:43:00,1.35,84,1013.9,21
07/27/2024 09:44:00,1.35,84,1013.9,21
07/27/2024 09:45:00,1.35,84,1013.9,21
07/27/2024 09:46:00,1.35,84,1013.9,21
07/27/2024 09:47:00,1.35,84,1013.9,21
07/27/2024 09:48:00,1.35,84,1013.9,21
07/27/2024 09:49:00,1.4,84,1013.9,21
07/27/2024 09:50:00,1.35,84,1013.9,21
07/27/2024 09:51:00,1.36,84,1013.9,21
07/27/2024 09:52:00,1.35,84,1013.9,21
07/27/2024 09:53:00,1.35,84,1013.9,21
07/27/2024 09:54:00,1.35,84,1013.9,21
07/27/2024 09:55:00,1.35,84,1013.9,21
07/27/2024 09:56:00,1.35,84,1013.9,21
07/27/2024 09:57:00,1.35,84,1013.9,21
07/27/2024 09:58:00,1.35,84,1013.9,21
07/27/2024 09:59:00,1.4166666,84,1013.9,21
07/27/2024 10:00:00,1.4166666,84,1013.9,21
07/27/2024 10:01:00,1.4,84,1013.9,21
07/27/2024 10:02:00,1.35,84,1013.9,21
07/27/2024 10:03:00,1.35,84,1013.9,21
07/27/2024 10:04:00,1.4,84,1013.9,21
07/27/2024 10:05:00,1.4,84,1013.9,21
07/27/2024 10:06:00,1.38,84,1013.9,21
07/27/2024 10:07:00,1.4,84,1013.9,21
07/27/2024 10:08:00,1.3,84,1013.9,21
